Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season,Director_Name,Director_Gender,Director_Nationality,Director_Birth_Year,Director_Awards
Vampire Hunter D: Bloodlust,2000,"Animation, Action, Fantasy",,7.7,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",166000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Horn, Davenport and Brown",Spring,Bobby Mosley,Male,Panama,1945.0,9.0
Les choristes,2004,"Drama, Music",97 min,,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,,,<function <lambda> at 0x00000168A43CA0C0>,Johnson Group,Spring,Ashley Olsen,Non-binary,Burkina Faso,1973.0,3.0
Dil Bechara,2020,"Comedy, Drama, Romance",101 min,,"The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",156000000.0,<function <lambda> at 0x00000168A434E0C0>,,Thomas-Fuentes,Fall,Ray Carter,Non-binary,,1968.0,5.0
The Bourne Ultimatum,2007,,115 min,,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,163000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Rodriguez, Torres and Kelley",Summer,Brandy Hess,Female,Palestinian Territory,1973.0,11.0
"I, Daniel Blake",2016,Drama,100 min,7.9,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",44000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mann-Henderson,Winter,,Male,Chile,1985.0,4.0
Jeux d'enfants,2003,"Comedy, Drama, Romance",93 min,7.6,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",137000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Cervantes PLC,Summer,Susan Harris,Male,Northern Mariana Islands,1963.0,
Who's Afraid of Virginia Woolf?,1966,Drama,131 min,8.0,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",187000000.0,,,,Fall,John Baxter,Male,Burundi,1944.0,12.0
Schindler's List,1993,"Biography, Drama, History",195 min,,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",63000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Grant, Frost and Jones",Fall,,Female,Cameroon,,13.0
Batman Begins,2005,"Action, Adventure",140 min,,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",42000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Larson Group,Winter,Tracey Frazier,,,1947.0,
Harold and Maude,1971,"Comedy, Drama, Romance",91 min,7.9,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Carol Macdonald,Non-binary,,1943.0,4.0
Sweet Smell of Success,1957,"Drama, Film-Noir",96 min,8.0,,98000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Spears-Henderson,Winter,Heather May,Male,Barbados,1975.0,18.0
Edge of Tomorrow,2014,,113 min,7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",70000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Russell Ltd,Fall,Scott Castaneda,Non-binary,Norfolk Island,1972.0,
Fiddler on the Roof,1971,"Drama, Family, Musical",181 min,8.0,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",164000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Wilson Ltd,Fall,Anthony Tucker,Female,,1952.0,
The Machinist,2004,"Drama, Thriller",101 min,7.7,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,177000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Valencia-Hart,Winter,Dr. Toni Williams,Female,United States Virgin Islands,1976.0,5.0
Blow,2001,"Biography, Crime, Drama",124 min,7.6,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",143000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Sexton-Woods,,Brian Wallace,Non-binary,,1974.0,
Gully Boy,2019,"Drama, Music, Romance",154 min,8.0,A coming-of-age story based on the lives of street rappers in Mumbai.,57000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Williams, Lyons and Pratt",Fall,Mathew Reeves,,Armenia,1949.0,20.0
Paddington 2,2017,"Adventure, Comedy, Family",103 min,7.8,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",176000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Vang-Hernandez,,Sharon Howard,,New Caledonia,,17.0
Mysterious Skin,2004,Drama,,7.6,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Chapman-Lopez,Summer,Joseph Robinson,Male,Tokelau,1960.0,20.0
Freaks,1932,"Drama, Horror",,7.9,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",197000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Todd Neal,Female,,1973.0,5.0
English Vinglish,2012,"Comedy, Drama, Family",134 min,7.8,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",,,<function <lambda> at 0x00000168A43CA0C0>,"Bryant, Cherry and Bowman",Summer,Paul Dean,Male,Guam,1968.0,17.0
This Is Spinal Tap,1984,"Comedy, Music",82 min,7.9,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Daniels and Sons,Fall,Amy Gomez MD,Male,,1947.0,5.0
Under sandet,2015,"Drama, History, War",100 min,7.8,,59000000.0,,,"Gutierrez, Moore and Evans",Spring,Mrs. Nancy White,,Palau,1983.0,
The Innocents,1961,Horror,,7.8,A young governess for two children becomes convinced that the house and grounds are haunted.,9000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,Raymond Thompson,Non-binary,Martinique,1953.0,9.0
In a Lonely Place,1950,"Drama, Film-Noir, Mystery",94 min,8.0,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hicks-Jarvis,Summer,Kelly Lawson,,Colombia,1985.0,4.0
Laura,1944,"Drama, Film-Noir, Mystery",88 min,8.0,,103000000.0,<function <lambda> at 0x00000168A434E0C0>,,Hale LLC,Summer,Kenneth Smith,Non-binary,Norway,,5.0
Hachi: A Dog's Tale,2009,"Biography, Drama, Family",93 min,8.1,A college professor bonds with an abandoned dog he takes into his home.,69000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Silva-Watkins,Winter,,Female,Antigua and Barbuda,1971.0,10.0
My Name Is Khan,2010,Drama,165 min,8.0,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,17000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Jackson, Jennings and Gordon",Fall,Nathan Combs,Male,Greece,1945.0,14.0
Omoide no Mânî,2014,"Animation, Drama, Family",103 min,7.7,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",55000000.0,<function <lambda> at 0x00000168A434E0C0>,,James LLC,Fall,Jasmine Kaiser,Female,Uganda,1972.0,19.0
Hacksaw Ridge,2016,"Biography, Drama, History",139 min,8.1,,146000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Pace Inc,Spring,,Male,Madagascar,1968.0,1.0
Witness for the Prosecution,1957,,116 min,8.4,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Madden Inc,Summer,Kevin Schaefer,,Dominican Republic,1943.0,11.0
Chak De! India,2007,"Drama, Family, Sport",153 min,8.2,Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.,81000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Henry LLC,Fall,,Male,Bolivia,1969.0,0.0
Le notti di Cabiria,1957,Drama,110 min,8.1,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,55000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mathews-Cole,Summer,Debra Beck,,Bahamas,1948.0,15.0
The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",166 min,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",168000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Kim, Henry and Ramirez",Fall,,Male,Angola,,4.0
The Bourne Supremacy,2004,"Action, Mystery, Thriller",108 min,7.7,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",128000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ramirez Ltd,Summer,Gloria Mason,Female,Eritrea,1966.0,6.0
Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy",142 min,7.9,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Johnson-Hartman,Fall,Danielle Williams,,Honduras,1969.0,12.0
Bohemian Rhapsody,2018,"Biography, Drama, Music",134 min,8.0,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",165000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Harris, Webb and Hamilton",Spring,Renee Dennis,Non-binary,Switzerland,1976.0,17.0
Un prophète,2009,"Crime, Drama",,7.9,,118000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,,Female,Swaziland,,16.0
To Have and Have Not,1944,"Adventure, Comedy, Film-Noir",100 min,,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",37000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Cabrera-George,Fall,Pamela Gray,Male,Bangladesh,1975.0,20.0
Talvar,2015,"Crime, Drama, Mystery",,8.2,,68000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Garcia-Novak,,Bryan Williams,Male,Papua New Guinea,1969.0,15.0
My Fair Lady,1964,"Drama, Family, Musical",170 min,7.8,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,36000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Williams, Willis and Ray",Spring,Jennifer Welch,Female,Singapore,1983.0,13.0
The Shop Around the Corner,1940,"Comedy, Drama, Romance",,8.1,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",,<function <lambda> at 0x00000168A434E0C0>,,,Fall,James Dudley,Non-binary,,1959.0,15.0
Deadpool 2,2018,"Action, Adventure, Comedy",119 min,,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Wilson-Wilson,Summer,Matthew Banks,Non-binary,Kazakhstan,1986.0,13.0
Veer-Zaara,2004,"Drama, Family, Musical",192 min,,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",144000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Carter, Beard and Rice",Winter,Isabella Long,Male,Peru,1941.0,14.0
The Shawshank Redemption,1994,Drama,142 min,9.3,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",138000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Scott Flores,Non-binary,Spain,1965.0,15.0
It Happened One Night,1934,"Comedy, Romance",105 min,8.1,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",68000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Alexander-Mathis,Spring,Edward Watson,Non-binary,Maldives,1956.0,5.0
Jules et Jim,1962,"Drama, Romance",105 min,7.8,Decades of a love triangle concerning two friends and an impulsive woman.,192000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Pratt PLC,Fall,Tricia Fischer,Non-binary,Namibia,1940.0,
Charade,1963,"Comedy, Mystery, Romance",113 min,7.9,,150000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Andrews-Dawson,Winter,Deanna Conrad,Male,Saint Martin,1987.0,18.0
The Day the Earth Stood Still,1951,"Drama, Sci-Fi",92 min,7.7,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,110000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Lee, Reynolds and Robbins",,Timothy Brown,Non-binary,,1953.0,0.0
The Blues Brothers,1980,"Action, Adventure, Comedy",133 min,7.9,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",150000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Franklin-Harvey,Winter,Tasha Davis,Male,Belarus,1977.0,7.0
Star Wars: Episode VII - The Force Awakens,2015,,138 min,7.9,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",103000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Chambers Ltd,Fall,Ronald Martinez,Female,Kuwait,1944.0,9.0
Rain Man,1988,Drama,133 min,8.0,,93000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mcgee-Hanson,Summer,Jason Olson,Female,Italy,1942.0,1.0
Ran,1985,"Action, Drama, War",162 min,8.2,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Nicholson PLC,Spring,,Male,Wallis and Futuna,1967.0,8.0
